year,quarter,Starting colonies,Maximum colonies,Lost colonies,Percent lost,Added colonies,Varroa mites,Other pests,Diseases,Pesticides,Other,Unknown,year_and_quarter,state_idx,region_idx,subregion_idx,State_Alabama,State_Arizona,State_Arkansas,State_California,State_Colorado,State_Connecticut,State_Florida,State_Georgia,State_Hawaii,State_Idaho,State_Illinois,State_Indiana,State_Iowa,State_Kansas,State_Kentucky,State_Louisiana,State_Maine,State_Maryland,State_Massachusetts,State_Michigan,State_Minnesota,State_Mississippi,State_Missouri,State_Montana,State_Nebraska,State_New Jersey,State_New Mexico,State_New York,State_North Carolina,State_North Dakota,State_Ohio,State_Oklahoma,State_Oregon,State_Pennsylvania,State_South Carolina,State_South Dakota,State_Tennessee,State_Texas,State_Utah,State_Vermont,State_Virginia,State_Washington,State_West Virginia,State_Wisconsin,State_Wyoming,region_midwest,region_northeast,region_south,region_west,subregion_east north central,subregion_east south central,subregion_mid atlantic,subregion_mountain,subregion_new england,subregion_pacific,subregion_south atlantic,subregion_west north central,subregion_west south central,FinalColonyCount,LogFinalToStart
2018,Q1,8000.0,8000.0,1400.0,18.0,1400.0,86.0,77.8,0.3,3.5,26.5,23.9,2018-01-01,22,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6560.000000000001,-0.19845093872383818
2018,Q2,7000.0,7000.0,390.0,6.0,1800.0,11.8,13.2,0.8,1.5,8.3,2.6,2018-04-01,22,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6580.0,-0.06187540371808753
2017,Q1,18500.0,46000.0,470.0,1.0,3100.0,34.0,15.1,,2.5,6.0,0.1,2017-01-01,23,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18315.0,-0.01005033585350145
2017,Q2,47000.0,135000.0,3700.0,3.0,18000.0,20.0,4.0,4.2,3.5,4.4,0.6,2017-04-01,23,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,45590.0,-0.030459207484708574
2017,Q3,154000.0,161000.0,18500.0,11.0,3100.0,42.3,6.7,6.9,2.2,19.1,2.0,2017-07-01,23,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,137060.0,-0.11653381625595151
2017,Q4,115000.0,121000.0,13000.0,11.0,5500.0,54.2,4.1,3.1,5.9,5.3,4.1,2017-10-01,23,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,102350.0,-0.11653381625595151
2018,Q1,35000.0,60000.0,140.0,0.004,840.0,28.9,,,26.1,0.1,0.1,2018-01-01,23,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,34998.6,-4.000080002137398e-05
2018,Q2,50000.0,171000.0,4800.0,3.0,26000.0,41.3,4.3,2.8,1.3,1.0,0.8,2018-04-01,23,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,48500.0,-0.030459207484708574
2017,Q1,7500.0,13000.0,750.0,6.0,120.0,14.8,0.3,0.4,,2.1,1.2,2017-01-01,24,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7050.0,-0.06187540371808753
2017,Q2,7500.0,43000.0,1500.0,3.0,7000.0,50.1,38.4,1.0,37.6,16.0,0.8,2017-04-01,24,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7275.0,-0.030459207484708574
2017,Q3,46000.0,47000.0,3700.0,8.0,880.0,15.1,6.6,0.4,7.1,9.2,0.2,2017-07-01,24,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,42320.0,-0.08338160893905101
2017,Q4,42000.0,42000.0,7500.0,18.0,80.0,26.6,3.3,4.1,2.1,4.3,11.5,2017-10-01,24,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,34440.0,-0.19845093872383832
2018,Q1,6500.0,14000.0,430.0,3.0,,4.5,1.6,,2.8,1.7,0.9,2018-01-01,24,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6305.0,-0.030459207484708574
2018,Q2,10500.0,40000.0,2700.0,7.0,3100.0,3.9,0.4,0.4,3.2,7.5,4.0,2018-04-01,24,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9765.0,-0.07257069283483537
2017,Q1,6000.0,6000.0,490.0,8.0,10.0,16.3,0.7,0.3,0.1,0.8,0.6,2017-01-01,25,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5520.0,-0.08338160893905101
2017,Q2,5500.0,21000.0,430.0,2.0,1900.0,21.4,5.6,2.3,1.9,0.3,0.8,2017-04-01,25,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5390.0,-0.020202707317519466
2017,Q3,16000.0,16000.0,420.0,3.0,280.0,10.7,2.9,,0.8,0.4,1.9,2017-07-01,25,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15520.0,-0.030459207484708574
2017,Q4,15500.0,15500.0,1200.0,8.0,330.0,18.9,6.8,4.4,4.4,3.3,,2017-10-01,25,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,14260.0,-0.08338160893905101
2018,Q1,6500.0,6500.0,730.0,11.0,180.0,14.9,1.9,,0.4,3.8,0.8,2018-01-01,25,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5785.0,-0.11653381625595151
2018,Q2,4400.0,15000.0,270.0,2.0,1200.0,16.5,3.3,,0.1,3.4,0.1,2018-04-01,25,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4312.0,-0.020202707317519466
2017,Q1,5500.0,5500.0,2100.0,38.0,3600.0,93.9,,87.4,,2.0,,2017-01-01,26,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3410.0,-0.4780358009429998
2017,Q2,7000.0,7500.0,1800.0,24.0,3300.0,88.4,0.6,72.9,,35.6,0.6,2017-04-01,26,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5320.0,-0.2744368457017603
2017,Q3,8500.0,8500.0,2500.0,29.0,1800.0,74.3,3.3,17.8,13.6,3.1,0.3,2017-07-01,26,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6035.0,-0.342490308946776
2017,Q4,8000.0,8000.0,1900.0,24.0,1700.0,86.1,0.3,,10.3,10.0,1.0,2017-10-01,26,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6080.0,-0.2744368457017603
2018,Q1,7500.0,7500.0,3900.0,52.0,180.0,42.8,0.5,,1.3,9.4,0.5,2018-01-01,26,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3600.0,-0.7339691750802004
2018,Q2,1900.0,4300.0,50.0,1.0,290.0,0.3,0.1,0.3,,0.2,1.0,2018-04-01,26,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1881.0,-0.01005033585350145
2017,Q1,32000.0,33000.0,6000.0,18.0,520.0,20.4,9.4,9.8,4.4,13.2,10.8,2017-01-01,27,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,26240.000000000004,-0.19845093872383818
2017,Q2,25000.0,43000.0,1300.0,3.0,16500.0,22.2,2.1,2.1,2.0,8.9,0.1,2017-04-01,27,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,24250.0,-0.030459207484708574
2017,Q3,59000.0,59000.0,6500.0,11.0,3100.0,45.1,19.8,6.2,9.4,13.6,1.8,2017-07-01,27,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,52510.0,-0.11653381625595151
2017,Q4,51000.0,51000.0,3900.0,8.0,820.0,22.3,12.7,8.0,5.4,0.4,2.6,2017-10-01,27,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,46920.0,-0.08338160893905101
2018,Q1,26000.0,26000.0,3700.0,14.0,400.0,25.3,11.9,1.4,1.9,8.0,6.0,2018-01-01,27,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,22360.0,-0.15082288973458366
2018,Q2,20000.0,36000.0,3300.0,9.0,8000.0,40.8,20.3,15.4,6.0,17.3,3.6,2018-04-01,27,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,18200.0,-0.09431067947124129
2017,Q1,16000.0,23000.0,2500.0,11.0,3700.0,34.7,17.4,0.2,1.5,7.2,3.9,2017-01-01,28,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14240.0,-0.11653381625595151
2017,Q2,24000.0,25000.0,3000.0,12.0,5000.0,23.4,5.5,2.3,0.8,5.1,1.5,2017-04-01,28,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,21120.0,-0.12783337150988489
2017,Q3,26000.0,27000.0,3300.0,12.0,4100.0,74.5,36.1,3.3,20.3,7.6,1.8,2017-07-01,28,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,22880.0,-0.12783337150988489
2017,Q4,23000.0,23000.0,5000.0,22.0,60.0,64.2,16.3,3.9,1.5,11.7,6.7,2017-10-01,28,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17940.0,-0.2484613592984996
2018,Q1,18500.0,18500.0,4200.0,23.0,2400.0,29.7,10.2,0.3,0.3,13.4,8.0,2018-01-01,28,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14245.0,-0.2613647641344075
2018,Q2,16000.0,17500.0,1200.0,7.0,3600.0,9.7,2.6,0.5,2.4,14.6,0.8,2018-04-01,28,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14879.999999999998,-0.0725706928348355
2017,Q1,50000.0,123000.0,640.0,1.0,1100.0,0.8,,,,0.2,0.2,2017-01-01,29,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,49500.0,-0.01005033585350145
2017,Q2,115000.0,450000.0,16000.0,4.0,31000.0,29.3,4.0,3.2,5.3,3.2,1.0,2017-04-01,29,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,110400.0,-0.040821994520255166
2017,Q3,470000.0,490000.0,48000.0,10.0,24000.0,42.0,11.9,3.4,8.1,8.1,1.9,2017-07-01,29,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,423000.0,-0.10536051565782628
2017,Q4,410000.0,410000.0,26000.0,6.0,10000.0,41.7,16.5,0.2,0.5,0.9,0.3,2017-10-01,29,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,385400.0,-0.06187540371808753
2018,Q1,64000.0,99000.0,3200.0,3.0,2600.0,1.4,0.1,1.2,,0.9,,2018-01-01,29,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,62080.0,-0.030459207484708574
2018,Q2,72000.0,430000.0,11000.0,3.0,30000.0,24.7,7.5,4.8,4.7,3.9,4.3,2018-04-01,29,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,69840.0,-0.030459207484708574
2017,Q1,15500.0,17500.0,4400.0,25.0,1300.0,25.8,11.6,0.6,0.1,5.2,16.5,2017-01-01,30,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,11625.0,-0.2876820724517809
2017,Q2,13500.0,15000.0,1100.0,7.0,7000.0,45.5,6.4,6.2,10.4,16.6,3.0,2017-04-01,30,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12555.0,-0.07257069283483537
2017,Q3,23000.0,23000.0,1800.0,8.0,1100.0,51.5,19.1,4.7,6.7,11.7,7.0,2017-07-01,30,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21160.0,-0.08338160893905101
2017,Q4,18500.0,18500.0,2800.0,15.0,510.0,45.3,23.3,7.1,6.4,8.4,2.9,2017-10-01,30,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15725.0,-0.16251892949777494
2018,Q1,12000.0,14000.0,4000.0,29.0,300.0,39.6,10.0,6.5,3.2,15.8,11.6,2018-01-01,30,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8520.0,-0.342490308946776
2018,Q2,11000.0,13000.0,1100.0,8.0,9000.0,38.8,30.8,1.7,2.7,21.7,1.6,2018-04-01,30,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10120.0,-0.08338160893905101
2017,Q1,26000.0,26000.0,550.0,2.0,9500.0,11.9,1.0,,0.1,0.5,0.3,2017-01-01,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25480.0,-0.020202707317519466
2017,Q2,17000.0,17000.0,200.0,1.0,4700.0,23.6,2.3,11.2,0.5,7.7,0.3,2017-04-01,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16830.0,-0.01005033585350145
2017,Q3,4400.0,4400.0,510.0,12.0,80.0,22.0,23.0,10.0,3.8,4.7,2.0,2017-07-01,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3872.0,-0.12783337150988489
2017,Q4,3700.0,46000.0,100.0,0.02702702702702703,40.0,1.0,0.5,,,,0.2,2017-10-01,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3699.0,-0.00027030679986182017
2018,Q1,17000.0,18000.0,3700.0,21.0,890.0,24.1,8.5,3.2,0.1,3.1,2.0,2018-01-01,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13430.0,-0.23572233352106983
2018,Q2,15500.0,15500.0,1600.0,10.0,9000.0,60.2,10.9,9.6,26.7,12.4,0.1,2018-04-01,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13950.0,-0.10536051565782628
2017,Q1,71000.0,90000.0,8000.0,9.0,7500.0,28.7,8.5,10.1,9.1,15.4,8.5,2017-01-01,32,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,64610.0,-0.09431067947124129
2017,Q2,71000.0,92000.0,5000.0,5.0,15500.0,37.2,10.6,8.8,3.5,15.8,11.3,2017-04-01,32,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,67450.0,-0.05129329438755058
2017,Q3,94000.0,101000.0,13500.0,13.0,7500.0,54.4,10.6,11.3,13.2,6.4,1.8,2017-07-01,32,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,81780.0,-0.13926206733350766
2017,Q4,94000.0,94000.0,10000.0,11.0,70.0,50.6,23.3,28.0,14.2,3.9,1.8,2017-10-01,32,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,83660.0,-0.11653381625595151
2018,Q1,81000.0,89000.0,4100.0,5.0,17000.0,36.0,0.7,1.2,6.7,3.7,1.0,2018-01-01,32,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,76950.0,-0.05129329438755058
2018,Q2,41000.0,106000.0,3400.0,3.0,23000.0,45.9,3.5,8.1,6.6,15.5,0.2,2018-04-01,32,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,39770.0,-0.030459207484708574
2017,Q1,17000.0,18000.0,4000.0,22.0,810.0,20.9,2.4,0.8,2.9,3.6,7.2,2017-01-01,33,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,13260.0,-0.2484613592984996
2017,Q2,15500.0,17500.0,540.0,3.0,7500.0,13.5,1.0,0.7,1.5,2.4,1.5,2017-04-01,33,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15035.0,-0.030459207484708574
2017,Q3,18500.0,18500.0,1500.0,8.0,6000.0,41.4,5.7,2.7,3.7,2.2,0.9,2017-07-01,33,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,17020.0,-0.08338160893905101
2017,Q4,24000.0,24000.0,5500.0,23.0,2500.0,44.7,5.4,1.0,6.9,2.9,2.3,2017-10-01,33,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,18480.0,-0.2613647641344075
2018,Q1,14500.0,14500.0,1500.0,10.0,1600.0,34.4,5.6,3.3,9.3,5.9,9.9,2018-01-01,33,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,13050.0,-0.10536051565782628
2018,Q2,15500.0,19500.0,1100.0,6.0,6000.0,31.3,16.2,2.2,2.1,1.6,1.9,2018-04-01,33,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,14570.0,-0.06187540371808753
