,State,year,quarter,Starting colonies,Maximum colonies,Lost colonies,Percent lost,Added colonies,Varroa mites,Other pests,Diseases,Pesticides,Other,Unknown
46,Georgia,2017,Q3,121000,122000,15500,13,19000,47.6,18.0,2.3,14.1,15.1,6.9
47,Georgia,2017,Q4,125000,145000,21000,14,4300,56.8,15.1,12.3,15.3,3.6,4.6
48,Georgia,2018,Q1,134000,139000,25000,18,29000,39.6,18.7,0.9,14.8,27.1,2.1
49,Georgia,2018,Q2,134000,134000,16000,12,34000,53.0,25.6,13.9,14.8,31.6,9.6
50,Hawaii,2017,Q1,13000,13000,190,1,510,1.2,2.1,0.2,-,0.1,0.1
51,Hawaii,2017,Q2,12000,12000,70,1,3000,88.9,3.7,(Z),-,0.4,-
52,Hawaii,2017,Q3,15000,15000,1100,7,430,2.8,4.3,0.3,-,2.0,(Z)
53,Hawaii,2017,Q4,15000,15000,130,1,970,57.2,66.1,0.1,-,0.1,-
54,Hawaii,2018,Q1,15000,15000,1600,11,1200,74.5,76.8,0.2,-,0.1,0.1
55,Hawaii,2018,Q2,14500,14500,280,2,300,59.8,64.0,0.5,-,0.2,0.2
56,Idaho,2017,Q1,95000,99000,8500,9,2000,74.2,42.3,42.3,21.2,1.7,0.4
57,Idaho,2017,Q2,61000,78000,10500,13,22000,30.5,6.4,4.0,8.3,7.8,4.8
58,Idaho,2017,Q3,89000,116000,12000,10,9000,53.7,19.1,6.7,15.5,9.5,5.1
59,Idaho,2017,Q4,113000,164000,9000,5,10000,34.0,16.9,17.7,14.9,1.7,0.2
60,Idaho,2018,Q1,164000,168000,22000,13,2500,28.3,5.7,0.8,3.4,3.4,0.4
61,Idaho,2018,Q2,60000,95000,4800,5,17000,50.8,4.0,3.2,18.0,4.0,4.1
62,Illinois,2017,Q1,11000,11000,2900,26,3100,21.2,13.1,0.5,3.7,9.9,8.0
63,Illinois,2017,Q2,11500,12000,1200,10,3600,11.3,4.3,0.7,3.0,5.6,1.5
64,Illinois,2017,Q3,13000,13000,1100,8,710,29.9,14.2,2.8,2.8,4.6,3.3
65,Illinois,2017,Q4,13500,13500,1800,13,140,28.9,10.2,0.8,7.9,4.9,4.9
66,Illinois,2018,Q1,10500,10500,2400,23,1000,25.7,11.2,3.6,3.5,10.4,10.9
67,Illinois,2018,Q2,10000,10500,2100,20,4700,13.8,7.9,6.7,6.6,9.9,2.4
68,Indiana,2017,Q1,7000,7500,1900,25,1700,15.8,8.0,5.2,4.1,10.4,7.1
69,Indiana,2017,Q2,7500,11000,1200,11,3000,5.5,2.1,0.1,43.3,8.6,1.2
70,Indiana,2017,Q3,13000,13000,930,7,420,13.9,5.9,0.4,3.9,3.8,2.0
71,Indiana,2017,Q4,11500,11500,1700,15,320,23.5,5.6,1.7,0.7,3.9,8.0
72,Indiana,2018,Q1,7000,8000,1000,13,300,33.4,8.3,3.0,0.5,9.9,3.7
73,Indiana,2018,Q2,8000,9000,1800,20,4000,78.9,3.5,0.4,4.5,1.3,1.1
74,Iowa,2017,Q1,10000,15500,3000,19,70,33.6,8.3,8.4,12.0,11.9,11.7
75,Iowa,2017,Q2,12000,23000,2400,10,23000,39.3,27.6,7.5,26.6,8.1,0.9
76,Iowa,2017,Q3,40000,43000,2200,5,2100,17.2,7.2,2.4,3.9,4.0,2.2
77,Iowa,2017,Q4,45000,45000,6500,14,250,61.0,25.5,12.3,32.6,17.9,5.5
78,Iowa,2018,Q1,41000,45000,1300,3,420,5.3,1.1,0.3,0.6,0.6,1.4
79,Iowa,2018,Q2,45000,47000,4300,9,15500,12.7,9.3,0.9,7.9,8.4,0.3
80,Kansas,2017,Q1,3800,3800,1000,26,930,47.2,3.0,-,3.6,16.4,14.3
81,Kansas,2017,Q2,3800,6000,390,7,2500,17.3,8.5,0.7,22.6,1.7,6.4
82,Kansas,2017,Q3,7000,7000,1700,24,1400,65.4,52.6,14.8,20.3,1.1,7.4
83,Kansas,2017,Q4,6500,6500,830,13,140,17.9,7.7,3.3,8.6,0.6,10.2
84,Kansas,2018,Q1,3700,3700,950,26,500,63.0,20.3,1.0,4.3,27.9,9.1
85,Kansas,2018,Q2,3900,3900,170,4,1800,42.8,31.6,1.3,24.9,2.1,1.6
86,Kentucky,2017,Q1,6500,7000,1300,19,950,31.9,11.5,0.4,3.8,16.0,7.5
87,Kentucky,2017,Q2,7000,7500,900,12,3100,25.7,11.6,1.0,4.5,4.3,4.9
88,Kentucky,2017,Q3,9000,9000,1600,18,450,46.4,39.2,4.6,0.6,10.3,6.2
89,Kentucky,2017,Q4,7500,7500,870,12,50,54.3,24.4,0.5,6.5,5.6,19.1
90,Kentucky,2018,Q1,5500,5500,1600,29,520,43.0,29.6,0.9,11.0,8.0,5.9
91,Kentucky,2018,Q2,4800,6000,450,8,1400,35.4,21.8,0.6,1.1,3.7,6.3
92,Louisiana,2017,Q1,44000,47000,2700,6,11000,25.8,9.6,0.1,1.8,4.3,1.8
93,Louisiana,2017,Q2,56000,62000,2600,4,4100,23.2,3.1,-,1.6,1.5,0.7
94,Louisiana,2017,Q3,64000,64000,13500,21,14500,59.2,74.5,0.3,1.6,4.0,14.9
95,Louisiana,2017,Q4,58000,60000,2700,5,390,31.5,26.6,0.3,0.6,2.1,10.4
96,Louisiana,2018,Q1,50000,52000,3600,7,4100,4.9,0.7,0.2,0.7,4.5,1.6
97,Louisiana,2018,Q2,48000,48000,970,2,7000,8.1,5.9,0.2,0.8,1.2,1.3
98,Maine,2017,Q1,2700,3100,1000,32,100,23.9,20.9,30.5,8.1,26.3,-
99,Maine,2017,Q2,2200,33000,910,3,1100,4.4,4.3,4.1,4.3,2.0,14.8
100,Maine,2017,Q3,5500,6000,400,7,210,3.4,0.9,0.9,3.9,1.2,0.1
101,Maine,2017,Q4,5500,6000,60,1,220,24.9,6.2,0.4,-,0.6,-
102,Maine,2018,Q1,1900,1900,240,13,40,23.6,0.6,0.2,-,5.2,7.4
103,Maine,2018,Q2,2200,17000,1100,6,430,1.9,1.1,0.2,1.8,0.6,0.1
104,Maryland,2017,Q1,9000,9000,2100,23,770,11.3,3.3,1.0,1.0,11.9,4.3
105,Maryland,2017,Q2,8000,9500,190,2,3400,3.3,6.9,0.8,0.3,2.1,1.1
106,Maryland,2017,Q3,8500,8500,1600,19,1300,8.8,10.1,0.7,1.6,5.1,9.1
107,Maryland,2017,Q4,8000,10500,1300,12,20,7.9,3.1,0.2,1.1,1.8,7.8
108,Maryland,2018,Q1,8000,8000,1500,19,-,18.2,5.6,4.4,1.5,14.3,3.1
109,Maryland,2018,Q2,7000,8000,370,5,2400,11.8,3.4,0.8,0.3,4.4,0.4
110,Massachusetts,2017,Q1,3300,3300,1500,45,120,32.5,5.6,3.0,4.5,10.5,5.6
111,Massachusetts,2017,Q2,2500,8000,140,2,1400,14.8,12.5,12.9,11.0,0.4,1.6
112,Massachusetts,2017,Q3,9000,9000,760,8,790,82.0,0.9,0.7,2.3,0.8,0.1
113,Massachusetts,2017,Q4,6000,6000,1100,18,120,13.2,1.2,6.7,2.7,1.5,0.3
114,Massachusetts,2018,Q1,3800,3800,1000,26,240,19.1,1.0,0.8,0.8,9.3,7.2
115,Massachusetts,2018,Q2,3600,7500,260,3,910,6.3,1.1,1.0,1.5,2.0,2.1
116,Michigan,2017,Q1,29000,59000,5000,8,600,7.9,0.3,-,1.9,1.1,3.9
117,Michigan,2017,Q2,55000,100000,7500,8,20000,19.1,7.2,0.2,2.1,0.9,0.5
118,Michigan,2017,Q3,103000,109000,17500,16,4300,56.8,11.9,8.6,13.7,15.0,2.9
119,Michigan,2017,Q4,88000,88000,11500,13,990,53.8,13.6,5.3,23.6,1.5,2.0
120,Michigan,2018,Q1,16500,34000,8000,24,10500,21.4,3.5,0.7,7.4,12.0,5.9
121,Michigan,2018,Q2,36000,69000,6000,9,18000,65.7,16.7,11.0,11.6,12.9,10.0
122,Minnesota,2017,Q1,27000,41000,3500,9,3300,2.1,0.4,0.1,0.9,9.0,5.8
123,Minnesota,2017,Q2,32000,128000,12000,9,19000,20.5,4.7,2.3,12.8,6.6,2.2
124,Minnesota,2017,Q3,136000,136000,20000,15,1900,39.8,4.7,1.8,9.4,11.6,2.3
125,Minnesota,2017,Q4,98000,98000,7000,7,1900,62.9,4.0,4.2,39.8,7.2,3.1
126,Minnesota,2018,Q1,39000,62000,3900,6,13500,2.0,0.7,1.9,0.6,1.1,1.6
127,Minnesota,2018,Q2,69000,108000,6500,6,46000,12.2,8.5,6.7,5.6,7.8,21.7
128,Mississippi,2017,Q1,31000,68000,2600,4,23000,41.7,35.3,(Z),0.1,0.5,1.4
129,Mississippi,2017,Q2,89000,89000,3800,4,5500,14.0,0.9,-,1.7,3.7,0.8
130,Mississippi,2017,Q3,24000,24000,2900,12,250,71.1,4.8,0.7,0.2,18.1,0.7
131,Mississippi,2017,Q4,14000,22000,3400,15,280,19.3,6.1,1.4,1.5,1.5,4.1
132,Mississippi,2018,Q1,19000,32000,2000,6,28000,7.0,4.8,(Z),0.6,2.4,34.4
133,Mississippi,2018,Q2,53000,54000,5000,9,3900,44.4,24.1,(Z),0.2,5.1,2.1
134,Missouri,2017,Q1,7000,7500,1200,16,400,16.6,15.4,0.5,2.7,5.4,5.2
135,Missouri,2017,Q2,6500,7000,270,4,1800,13.4,8.9,3.0,1.0,5.1,1.9
136,Missouri,2017,Q3,9000,9000,580,6,320,77.7,36.0,2.8,34.0,1.6,35.0
137,Missouri,2017,Q4,9500,9500,820,9,100,16.7,14.2,1.0,0.1,4.2,1.6
138,Missouri,2018,Q1,8000,8000,1400,18,1400,86.0,77.8,0.3,3.5,26.5,23.9
139,Missouri,2018,Q2,7000,7000,390,6,1800,11.8,13.2,0.8,1.5,8.3,2.6
140,Montana,2017,Q1,18500,46000,470,1,3100,34.0,15.1,-,2.5,6.0,0.1
141,Montana,2017,Q2,47000,135000,3700,3,18000,20.0,4.0,4.2,3.5,4.4,0.6
142,Montana,2017,Q3,154000,161000,18500,11,3100,42.3,6.7,6.9,2.2,19.1,2.0
143,Montana,2017,Q4,115000,121000,13000,11,5500,54.2,4.1,3.1,5.9,5.3,4.1
144,Montana,2018,Q1,35000,60000,140,(Z),840,28.9,(Z),(Z),26.1,0.1,0.1
145,Montana,2018,Q2,50000,171000,4800,3,26000,41.3,4.3,2.8,1.3,1.0,0.8
146,Nebraska,2017,Q1,7500,13000,750,6,120,14.8,0.3,0.4,-,2.1,1.2
147,Nebraska,2017,Q2,7500,43000,1500,3,7000,50.1,38.4,1.0,37.6,16.0,0.8
148,Nebraska,2017,Q3,46000,47000,3700,8,880,15.1,6.6,0.4,7.1,9.2,0.2
149,Nebraska,2017,Q4,42000,42000,7500,18,80,26.6,3.3,4.1,2.1,4.3,11.5
150,Nebraska,2018,Q1,6500,14000,430,3,-,4.5,1.6,-,2.8,1.7,0.9
151,Nebraska,2018,Q2,10500,40000,2700,7,3100,3.9,0.4,0.4,3.2,7.5,4.0
152,New Jersey,2017,Q1,6000,6000,490,8,10,16.3,0.7,0.3,0.1,0.8,0.6
153,New Jersey,2017,Q2,5500,21000,430,2,1900,21.4,5.6,2.3,1.9,0.3,0.8
154,New Jersey,2017,Q3,16000,16000,420,3,280,10.7,2.9,-,0.8,0.4,1.9
155,New Jersey,2017,Q4,15500,15500,1200,8,330,18.9,6.8,4.4,4.4,3.3,-
156,New Jersey,2018,Q1,6500,6500,730,11,180,14.9,1.9,-,0.4,3.8,0.8
157,New Jersey,2018,Q2,4400,15000,270,2,1200,16.5,3.3,(Z),0.1,3.4,0.1
158,New Mexico,2017,Q1,5500,5500,2100,38,3600,93.9,-,87.4,-,2.0,-
159,New Mexico,2017,Q2,7000,7500,1800,24,3300,88.4,0.6,72.9,-,35.6,0.6
160,New Mexico,2017,Q3,8500,8500,2500,29,1800,74.3,3.3,17.8,13.6,3.1,0.3
161,New Mexico,2017,Q4,8000,8000,1900,24,1700,86.1,0.3,-,10.3,10.0,1.0
162,New Mexico,2018,Q1,7500,7500,3900,52,180,42.8,0.5,-,1.3,9.4,0.5
163,New Mexico,2018,Q2,1900,4300,50,1,290,0.3,0.1,0.3,-,0.2,1.0
164,New York,2017,Q1,32000,33000,6000,18,520,20.4,9.4,9.8,4.4,13.2,10.8
165,New York,2017,Q2,25000,43000,1300,3,16500,22.2,2.1,2.1,2.0,8.9,0.1
166,New York,2017,Q3,59000,59000,6500,11,3100,45.1,19.8,6.2,9.4,13.6,1.8
167,New York,2017,Q4,51000,51000,3900,8,820,22.3,12.7,8.0,5.4,0.4,2.6
168,New York,2018,Q1,26000,26000,3700,14,400,25.3,11.9,1.4,1.9,8.0,6.0
169,New York,2018,Q2,20000,36000,3300,9,8000,40.8,20.3,15.4,6.0,17.3,3.6
170,North Carolina,2017,Q1,16000,23000,2500,11,3700,34.7,17.4,0.2,1.5,7.2,3.9
171,North Carolina,2017,Q2,24000,25000,3000,12,5000,23.4,5.5,2.3,0.8,5.1,1.5
172,North Carolina,2017,Q3,26000,27000,3300,12,4100,74.5,36.1,3.3,20.3,7.6,1.8
173,North Carolina,2017,Q4,23000,23000,5000,22,60,64.2,16.3,3.9,1.5,11.7,6.7
174,North Carolina,2018,Q1,18500,18500,4200,23,2400,29.7,10.2,0.3,0.3,13.4,8.0
175,North Carolina,2018,Q2,16000,17500,1200,7,3600,9.7,2.6,0.5,2.4,14.6,0.8
176,North Dakota,2017,Q1,50000,123000,640,1,1100,0.8,-,-,-,0.2,0.2
177,North Dakota,2017,Q2,115000,450000,16000,4,31000,29.3,4.0,3.2,5.3,3.2,1.0
178,North Dakota,2017,Q3,470000,490000,48000,10,24000,42.0,11.9,3.4,8.1,8.1,1.9
179,North Dakota,2017,Q4,410000,410000,26000,6,10000,41.7,16.5,0.2,0.5,0.9,0.3
180,North Dakota,2018,Q1,64000,99000,3200,3,2600,1.4,0.1,1.2,-,0.9,-
181,North Dakota,2018,Q2,72000,430000,11000,3,30000,24.7,7.5,4.8,4.7,3.9,4.3
182,Ohio,2017,Q1,15500,17500,4400,25,1300,25.8,11.6,0.6,0.1,5.2,16.5
183,Ohio,2017,Q2,13500,15000,1100,7,7000,45.5,6.4,6.2,10.4,16.6,3.0
184,Ohio,2017,Q3,23000,23000,1800,8,1100,51.5,19.1,4.7,6.7,11.7,7.0
185,Ohio,2017,Q4,18500,18500,2800,15,510,45.3,23.3,7.1,6.4,8.4,2.9
186,Ohio,2018,Q1,12000,14000,4000,29,300,39.6,10.0,6.5,3.2,15.8,11.6
187,Ohio,2018,Q2,11000,13000,1100,8,9000,38.8,30.8,1.7,2.7,21.7,1.6
188,Oklahoma,2017,Q1,26000,26000,550,2,9500,11.9,1.0,-,0.1,0.5,0.3
189,Oklahoma,2017,Q2,17000,17000,200,1,4700,23.6,2.3,11.2,0.5,7.7,0.3
190,Oklahoma,2017,Q3,4400,4400,510,12,80,22.0,23.0,10.0,3.8,4.7,2.0
191,Oklahoma,2017,Q4,3700,46000,100,(Z),40,1.0,0.5,-,-,(Z),0.2
192,Oklahoma,2018,Q1,17000,18000,3700,21,890,24.1,8.5,3.2,0.1,3.1,2.0
193,Oklahoma,2018,Q2,15500,15500,1600,10,9000,60.2,10.9,9.6,26.7,12.4,0.1
194,Oregon,2017,Q1,71000,90000,8000,9,7500,28.7,8.5,10.1,9.1,15.4,8.5
195,Oregon,2017,Q2,71000,92000,5000,5,15500,37.2,10.6,8.8,3.5,15.8,11.3
196,Oregon,2017,Q3,94000,101000,13500,13,7500,54.4,10.6,11.3,13.2,6.4,1.8
197,Oregon,2017,Q4,94000,94000,10000,11,70,50.6,23.3,28.0,14.2,3.9,1.8
198,Oregon,2018,Q1,81000,89000,4100,5,17000,36.0,0.7,1.2,6.7,3.7,1.0
199,Oregon,2018,Q2,41000,106000,3400,3,23000,45.9,3.5,8.1,6.6,15.5,0.2
212,Pennsylvania,2017,Q1,17000,18000,4000,22,810,20.9,2.4,0.8,2.9,3.6,7.2
213,Pennsylvania,2017,Q2,15500,17500,540,3,7500,13.5,1.0,0.7,1.5,2.4,1.5
214,Pennsylvania,2017,Q3,18500,18500,1500,8,6000,41.4,5.7,2.7,3.7,2.2,0.9
215,Pennsylvania,2017,Q4,24000,24000,5500,23,2500,44.7,5.4,1.0,6.9,2.9,2.3
216,Pennsylvania,2018,Q1,14500,14500,1500,10,1600,34.4,5.6,3.3,9.3,5.9,9.9
217,Pennsylvania,2018,Q2,15500,19500,1100,6,6000,31.3,16.2,2.2,2.1,1.6,1.9
218,South Carolina,2017,Q1,17000,17500,1600,9,4700,12.6,5.3,0.4,1.1,2.7,1.8
219,South Carolina,2017,Q2,20000,20000,870,4,3000,24.3,21.7,15.1,18.5,4.1,0.4
220,South Carolina,2017,Q3,14500,14500,1700,12,640,26.4,11.8,0.2,3.0,5.2,0.8
221,South Carolina,2017,Q4,12500,15000,2000,13,1300,31.6,19.4,14.6,0.2,1.9,1.9
222,South Carolina,2018,Q1,13500,14500,1800,12,1900,29.3,15.5,0.7,2.6,13.5,3.0
223,South Carolina,2018,Q2,14000,14000,1300,9,2400,14.3,3.4,0.7,1.6,9.8,2.9
224,South Dakota,2017,Q1,21000,48000,2700,6,1500,2.9,-,-,-,0.2,0.3
225,South Dakota,2017,Q2,30000,168000,13000,8,10000,8.7,1.4,1.0,6.4,5.0,3.6
226,South Dakota,2017,Q3,152000,159000,16500,10,6000,47.4,13.4,5.0,10.1,27.0,2.5
227,South Dakota,2017,Q4,111000,111000,6500,6,-,17.3,0.1,4.1,4.4,7.5,2.7
228,South Dakota,2018,Q1,23000,29000,390,1,250,4.4,0.1,(Z),(Z),0.5,0.1
229,South Dakota,2018,Q2,10500,161000,12000,7,21000,53.3,42.2,7.7,4.0,39.4,(Z)
235,Tennessee,2017,Q1,8500,8500,1600,19,1500,28.6,12.6,0.9,2.4,8.1,7.0
236,Tennessee,2017,Q2,8500,9000,1300,14,2600,53.4,25.5,1.0,3.1,10.6,3.9
237,Tennessee,2017,Q3,10000,10000,1700,17,800,42.8,22.1,2.1,6.0,5.3,6.9
238,Tennessee,2017,Q4,8500,10500,1300,12,230,22.8,18.9,0.2,2.0,7.5,15.3
239,Tennessee,2018,Q1,10000,10000,3000,30,600,29.2,20.4,2.3,3.0,13.2,19.7
240,Tennessee,2018,Q2,8000,8000,1200,15,3200,30.0,22.9,3.0,3.4,6.2,2.5
241,Texas,2017,Q1,275000,340000,49000,14,130000,36.2,22.5,2.0,5.1,3.5,3.6
242,Texas,2017,Q2,345000,350000,28000,8,43000,28.7,16.8,1.5,12.4,2.8,1.4
243,Texas,2017,Q3,104000,115000,15000,13,21000,33.7,23.0,0.1,24.0,18.3,1.5
244,Texas,2017,Q4,127000,285000,20000,7,3200,33.9,21.4,7.1,2.9,3.8,5.2
245,Texas,2018,Q1,205000,290000,22000,8,118000,21.5,10.1,4.8,0.2,1.7,10.3
246,Texas,2018,Q2,305000,310000,31000,10,100000,26.0,17.4,7.9,4.4,8.3,14.3
253,Utah,2017,Q1,16000,19000,2700,14,3900,38.7,-,0.1,-,2.0,0.3
254,Utah,2017,Q2,21000,31000,2700,9,12500,36.7,1.3,0.3,0.1,12.6,-
255,Utah,2017,Q3,35000,35000,6500,19,5500,40.5,0.1,0.5,16.7,15.9,9.1
256,Utah,2017,Q4,29000,29000,2000,7,480,24.3,8.9,11.0,9.2,9.4,19.8
257,Utah,2018,Q1,7500,17000,620,4,490,18.7,-,0.1,-,0.1,0.5
258,Utah,2018,Q2,14500,26000,1700,7,10000,43.5,3.7,2.0,1.7,1.4,1.9
259,Vermont,2017,Q1,6500,6500,440,7,-,6.0,0.7,2.1,0.2,0.9,2.2
260,Vermont,2017,Q2,6000,8000,170,2,390,3.3,0.3,0.3,-,0.2,0.5
261,Vermont,2017,Q3,7500,7500,180,2,520,16.8,9.0,4.7,(Z),7.0,0.7
262,Vermont,2017,Q4,6500,6500,470,7,10,96.6,44.5,22.1,55.2,5.7,1.8
263,Vermont,2018,Q1,5500,5500,570,10,20,17.0,1.2,0.3,0.6,2.0,0.8
264,Vermont,2018,Q2,5500,6500,520,8,2600,21.8,1.5,0.7,16.7,1.8,0.1
265,Virginia,2017,Q1,8000,8000,1400,18,1900,21.4,12.8,2.8,3.2,7.4,8.4
266,Virginia,2017,Q2,8500,9500,1000,11,3100,18.7,18.0,0.9,5.0,1.8,4.8
267,Virginia,2017,Q3,11500,11500,1200,10,430,50.3,26.5,1.5,0.5,4.4,1.6
268,Virginia,2017,Q4,9500,9500,1100,12,300,20.9,20.6,1.3,7.5,6.9,3.9
269,Virginia,2018,Q1,7000,7000,2100,30,540,26.0,11.3,0.3,3.9,7.7,16.3
270,Virginia,2018,Q2,5000,5500,490,9,2400,23.0,19.0,3.2,1.2,23.3,1.5
271,Washington,2017,Q1,68000,104000,9000,9,8500,6.8,0.1,-,-,8.0,4.4
272,Washington,2017,Q2,75000,111000,7000,6,30000,21.3,5.0,4.2,7.5,3.6,0.4
273,Washington,2017,Q3,82000,92000,17000,18,5500,23.7,2.7,2.0,1.2,0.7,2.4
274,Washington,2017,Q4,66000,72000,4000,6,2900,21.7,6.0,(Z),0.3,0.4,0.2
275,Washington,2018,Q1,44000,89000,4600,5,7000,8.5,0.9,1.0,1.9,0.4,0.4
276,Washington,2018,Q2,55000,122000,6500,5,19000,55.9,9.4,7.6,7.6,7.1,0.6
277,West Virginia,2017,Q1,5500,8000,800,10,450,15.8,1.0,0.2,-,11.9,1.3
278,West Virginia,2017,Q2,7500,7500,370,5,4100,11.6,1.6,1.8,0.4,3.7,1.6
279,West Virginia,2017,Q3,9000,9000,930,10,440,23.2,6.2,1.4,0.6,9.5,3.8
280,West Virginia,2017,Q4,8500,8500,1200,14,70,60.1,5.3,2.4,0.1,7.8,3.6
281,West Virginia,2018,Q1,4700,8500,2000,24,330,15.0,8.0,2.0,3.4,20.8,4.9
282,West Virginia,2018,Q2,7000,7000,490,7,2100,13.8,7.5,0.9,2.9,13.6,7.9
283,Wisconsin,2017,Q1,17000,22000,4400,20,450,19.0,1.9,1.1,2.0,4.0,10.5
284,Wisconsin,2017,Q2,18000,65000,4000,6,13000,13.8,1.7,1.7,2.2,3.2,0.3
285,Wisconsin,2017,Q3,74000,75000,12500,17,6000,61.6,21.0,18.5,21.8,13.0,12.1
286,Wisconsin,2017,Q4,51000,55000,8500,15,530,53.1,36.9,33.1,22.8,15.3,15.2
287,Wisconsin,2018,Q1,21000,29000,4600,16,2800,14.1,3.7,1.2,1.5,3.6,3.7
288,Wisconsin,2018,Q2,24000,50000,6000,12,12500,32.8,16.2,17.8,26.6,29.1,0.9
289,Wyoming,2017,Q1,6500,17000,3600,21,1300,0.2,-,0.2,-,0.6,(Z)
290,Wyoming,2017,Q2,15000,30000,1300,4,6000,34.1,3.5,12.6,2.8,5.7,1.9
291,Wyoming,2017,Q3,35000,36000,5500,15,3100,21.8,1.6,9.3,4.4,5.6,5.2
292,Wyoming,2017,Q4,28000,29000,3500,12,2500,38.0,2.4,8.4,5.9,8.1,0.6
293,Wyoming,2018,Q1,5500,8000,220,3,70,0.9,0.4,0.1,-,2.1,1.0
294,Wyoming,2018,Q2,8500,22000,2200,10,3100,11.0,0.1,2.4,2.3,2.9,4.2
2,Alabama,2018,Q1,7500,7500,820,11,1200,25.2,27.3,1.3,14.4,9.4,2.1
3,Alabama,2018,Q2,7000,8500,650,8,1700,77.5,69.4,0.7,14.6,7.8,6.8
4,Alabama,2018,Q3,8500,8500,1700,20,1600,20.6,20.5,1.3,1.5,3.4,7.5
5,Alabama,2018,Q4,6500,6500,830,13,210,27.2,22.7,1.8,0.3,3.1,9.0
6,Alabama,2019,Q1,5500,5500,650,12,800,,,,,,
7,Alabama,2019,Q2,29.2,30.2,1.9,14.9,8.6,,,,,,
8,Arizona,2018,Q1,25000,26000,6000,23,810,73.8,7.2,32.8,0.8,14.3,4.1
9,Arizona,2018,Q2,19000,19500,2600,13,14000,52.5,2.3,4.5,3.8,15.0,27.6
10,Arizona,2018,Q3,31000,31000,8000,26,3200,20.6,8.3,3.1,(Z),7.1,3.0
11,Arizona,2018,Q4,26000,27000,5000,19,2200,25.8,7.9,6.5,16.2,8.4,0.2
12,Arizona,2019,Q1,22000,22000,2500,11,430,,,,,,
13,Arizona,2019,Q2,36.3,4.3,4.6,15.3,7.9,,,,,,
14,Arkansas,2018,Q1,22000,22000,7500,34,540,30.9,12.8,0.7,2.2,17.0,13.2
15,Arkansas,2018,Q2,14500,16000,2000,13,13000,29.9,7.8,0.1,17.6,0.5,0.6
16,Arkansas,2018,Q3,29000,29000,2300,8,2600,82.8,7.1,-,73.5,5.3,2.2
17,Arkansas,2018,Q4,30000,31000,6000,19,110,19.5,1.5,3.3,55.3,0.7,2.9
18,Arkansas,2019,Q1,28000,28000,6500,23,20,,,,,,
19,Arkansas,2019,Q2,21.1,9.6,1.0,23.0,4.6,,,,,,
20,California,2018,Q1,1150000,1540000,215000,14,205000,41.5,10.2,11.1,13.7,9.0,5.0
21,California,2018,Q2,1130000,1200000,110000,9,172000,57.3,6.6,4.5,17.8,12.0,3.6
22,California,2018,Q3,590000,700000,73000,10,63000,44.1,16.6,9.8,11.6,9.3,7.1
23,California,2018,Q4,680000,1200000,170000,14,86000,43.5,13.4,6.4,12.3,8.7,5.6
24,California,2019,Q1,1140000,1580000,235000,15,83000,,,,,,
25,California,2019,Q2,41.3,11.3,4.8,11.5,8.0,,,,,,
26,Colorado,2018,Q1,13000,21000,4900,23,1400,41.7,(Z),12.7,3.6,4.2,0.5
27,Colorado,2018,Q2,16500,27000,3000,11,12500,72.6,16.6,5.6,2.9,8.5,4.5
28,Colorado,2018,Q3,34000,35000,5000,14,1500,73.2,5.9,1.0,(Z),6.1,1.2
29,Colorado,2018,Q4,30000,30000,3500,12,370,11.2,0.3,-,-,2.5,0.6
30,Colorado,2019,Q1,5000,7500,320,4,-,,,,,,
31,Colorado,2019,Q2,31.7,0.8,3.8,0.5,13.7,,,,,,
32,Connecticut,2018,Q1,2900,2900,140,5,220,11.1,0.9,0.4,0.8,0.8,0.4
33,Connecticut,2018,Q2,3600,3600,120,3,340,13.0,-,-,1.4,2.5,1.2
34,Connecticut,2018,Q3,3200,3200,130,4,80,12.5,3.6,2.3,0.9,4.2,2.3
35,Connecticut,2018,Q4,3500,3500,220,6,-,10.1,1.3,-,-,3.6,1.7
36,Connecticut,2019,Q1,3100,3100,270,9,170,,,,,,
37,Connecticut,2019,Q2,14.5,0.7,-,0.8,7.7,,,,,,
38,Florida,2018,Q1,245000,255000,39000,15,57000,45.3,27.5,9.6,15.5,10.1,21.1
39,Florida,2018,Q2,250000,275000,56000,20,49000,35.0,20.5,4.2,7.6,14.3,9.8
40,Florida,2018,Q3,197000,220000,30000,14,53000,46.7,22.4,9.0,14.1,8.0,6.7
41,Florida,2018,Q4,240000,290000,43000,15,53000,46.9,24.8,5.5,22.9,7.4,5.5
42,Florida,2019,Q1,300000,315000,46000,15,41000,,,,,,
43,Florida,2019,Q2,31.7,15.3,4.5,9.2,5.5,,,,,,
44,Georgia,2018,Q1,134000,139000,25000,18,29000,53.0,25.9,13.8,14.8,31.4,10.1
45,Georgia,2018,Q2,131000,137000,18000,13,35000,49.8,20.4,2.4,27.7,6.0,7.2
46,Georgia,2018,Q3,134000,138000,17000,12,27000,41.4,17.4,9.2,6.9,5.6,7.8
47,Georgia,2018,Q4,148000,164000,19500,12,6500,69.6,17.8,7.4,9.6,10.6,4.9
48,Georgia,2019,Q1,120000,129000,14500,11,19500,,,,,,
49,Georgia,2019,Q2,39.6,18.7,0.9,14.8,27.1,,,,,,
50,Hawaii,2018,Q1,17000,17000,1600,9,1200,88.3,91.9,0.4,-,0.8,0.2
51,Hawaii,2018,Q2,16500,16500,380,2,330,88.3,89.4,0.1,0.1,0.1,-
